type	id	label	language
location	483	Zona Safari	Spanish
location	483	Zona Safari	Italian
location	483	Safari Zone	English
location	484	ムロタウン	Japanese
location	484	무로마을	Korean
location	484	Myokara	French
location	484	Faustauhaven	German
location	484	Pueblo Azuliza	Spanish
location	484	Bluruvia	Italian
location	484	Dewford Town	English
location	485	キナギタウン	Japanese
location	485	황금마을	Korean
location	485	Pacifiville	French
location	485	Floßbrunn	German
location	485	Pueblo Oromar	Spanish
location	485	Orocea	Italian
location	485	Pacifidlog Town	English
location	486	Planque Magma	French
location	486	Magma Hideout	English
location	487	Tour Mirage	French
location	487	Mirage Tower	English
location	488	Voie du Désert	French
location	488	Desert Underpass	English
location	489	Grotte Atelier	French
location	489	Artisan Cave	English
location	490	Grotte Métamo	French
location	490	Altering Cave	English
location	491	Chambre Anemune	French
location	491	Monean Chamber	English
location	492	Chambre Deulipe	French
location	492	Liptoo Chamber	English
location	493	Chambre Prois	French
location	493	Weepth Chamber	English
location	494	Chambre Jonquatre	French
location	494	Dilford Chamber	English
location	495	Chambre Hibicinq	French
location	495	Scufib Chamber	English
location	496	Chambre Irix	French
location	496	Rixy Chamber	English
location	497	Chambre Poinsept	French
location	497	Viapos Chamber	English
location	498	L'Océane	French
location	498	S.S. Anne	English
location	500	Mont Braise	French
location	500	Mt. Ember	English
location	501	Bois Baies	French
location	501	Berry Forest	English
location	502	Grotte de Glace	French
location	502	Icefall Cave	English
location	503	Forbuissons	French
location	503	Pattern Bush	English
location	504	Grotte Perdue	French
location	504	Lost Cave	English
location	505	Route Tison	French
location	505	Kindle Road	English
location	506	Plage Trésor	French
location	506	Treasure Beach	English
location	507	Cap Falaise	French
location	507	Cape Brink	English
location	508	Pont du Lien	French
location	508	Bond Bridge	English
location	509	Port Ile 3	French
location	509	Three Isle Port	English
location	510	Camp de Vacances	French
location	510	Resort Gorgeous	English
location	511	Labyrinthe d'O	French
location	511	Water Labyrinth	English
location	512	Pré Ile 5	French
location	512	Five Isle Meadow	English
location	513	Mémorial	French
location	513	Memorial Pillar	English
location	514	Ile du Lointain	French
location	514	Outcast Island	English
location	515	Chemin Vert	French
location	515	Green Path	English
location	516	Agualcanal	French
location	516	Water Path	English
location	517	Vallée Ruine	French
location	517	Ruin Valley	English
location	518	Tour Dresseurs	French
location	518	Trainer Tower	English
location	519	Entrée du Canyon	French
location	519	Canyon Entrance	English
location	520	Canyon Sesor	French
location	520	Sevault Canyon	English
location	521	Ruines Tanoby	French
location	521	Tanoby Ruins	English
location	526	Ile 1	French
location	526	One Island	English
location	527	Ile 4	French
location	527	Four Island	English
location	528	Ile 5	French
location	528	Five Island	English
location	529	Grotte Métamo	French
location	529	Altering Cave	English
location	531	ヒオウギシティ	Japanese
location	531	Pavonnay	French
location	531	Aspertia City	English
location	532	タチワキシティ	Japanese
location	532	Ondes-sur-Mer	French
location	532	Virbank City	English
location	533	セイガイハシティ	Japanese
location	533	Papeloa	French
location	533	Humilau City	English
location	534	ポケウッド	Japanese
location	534	Pokéwood	French
location	534	PokéStar Studios	English
location	535	ジョインアベニュー	Japanese
location	535	Galerie Concorde	French
location	535	Join Avenue	English
location	536	サンギタウン	Japanese
location	536	Amaillide	French
location	536	Floccesy Town	English
location	537	ヤマジタウン	Japanese
location	537	Arpentières	French
location	537	Lentimas Town	English
location	538	１９番道路	Japanese
location	538	Route 19	French
location	538	Route 19	English
location	539	２０番道路	Japanese
location	539	Route 20	French
location	539	Route 20	English
location	540	２１番水道	Japanese
location	540	Chenal 21	French
location	540	Route 21	English
location	541	２２番道路	Japanese
location	541	Route 22	French
location	541	Route 22	English
location	542	２３番道路	Japanese
location	542	Route 23	French
location	542	Route 23	English
location	543	ヒウン下水道	Japanese
location	543	Égouts de Volucité	French
location	543	Castelia Sewers	English
location	544	サンギ牧場	Japanese
location	544	Ranch d'Amaillide	French
location	544	Floccesy Ranch	English
location	545	タチワキコンビナート	Japanese
location	545	Z.I. d'Ondes-sur-Mer	French
location	545	Virbank Complex	English
location	546	リバースマウンテン	Japanese
location	546	Mont Renenvers	French
location	546	Reversal Mountain	English
location	547	ストレンジャーハウス	Japanese
location	547	Manoir de l'Étrange	French
location	547	Strange House	English
location	548	チャンピオンロード	Japanese
location	548	Route Victoire	French
location	548	Victory Road	English
location	549	プラズマフリゲート	Japanese
location	549	Frégate Plasma	French
location	549	Plasma Frigate	English
location	550	古代の抜け道	Japanese
location	550	Chemin Enfoui	French
location	550	Relic Passage	English
location	551	ヤーコンロード	Japanese
location	551	Route Bardane	French
location	551	Clay Tunnel	English
location	552	白の樹洞	Japanese
location	552	Arbre Creux Blanc	French
location	552	White Treehollow	English
location	553	黒の摩天楼	Japanese
location	553	Gratte-Ciel Noir	French
location	553	Black Tower	English
location	554	海辺の洞穴	Japanese
location	554	Grotte Littorale	French
location	554	Seaside Cave	English
location	555	心の空洞	Japanese
location	555	Caverne des Esprits	French
location	555	Cave of Being	English
location	556	隠し穴	Japanese
location	556	Trouée Cachée	French
location	556	Hidden Grotto	English
location	557	マリンチューブ	Japanese
location	557	Aquatube	French
location	557	Marine Tube	English
location	558	タチワキゲート	Japanese
location	558	Porte Ondes-sur-Mer	French
location	558	Virbank Gate	English
location	559	ヒオウギゲート	Japanese
location	559	Porte Pavonnay	French
location	559	Aspertia Gate	English
location	560	自然保護区	Japanese
location	560	Réserve Naturelle	French
location	560	Nature Sanctuary	English
location	561	メダル事務局	Japanese
location	561	Bureau des Médailles	French
location	561	Medal Secretariat	English
location	562	地底遺跡	Japanese
location	562	Ruines Enfouies	French
location	562	Underground Ruins	English
location	563	岩山の間	Japanese
location	563	Salle Pic Rocheux	French
location	563	Rocky Mountain Room	English
location	564	氷山の間	Japanese
location	564	Salle Iceberg	French
location	564	Glacier Room	English
location	565	鉄の間	Japanese
location	565	Salle Fer	French
location	565	Iron Room	English
location	566	誓いの林	Japanese
location	566	Bois du Serment	French
location	566	Pledge Grove	English
location	567	ミシロタウン	Japanese
location	567	미로마을	Korean
location	567	Bourg-en-Vol	French
location	567	Wurzelheim	German
location	567	Villa Raíz	Spanish
location	567	Albanova	Italian
location	567	Littleroot Town	English
location	568	コトキタウン	Japanese
location	568	고도마을	Korean
location	568	Rosyères	French
location	568	Rosaltstadt	German
location	568	Pueblo Escaso	Spanish
location	568	Solarosa	Italian
location	568	Oldale Town	English
location	569	フエンタウン	Japanese
location	569	용암마을	Korean
location	569	Vermilava	French
location	569	Bad Lavastadt	German
location	569	Pueblo Lavacalda	Spanish
location	569	Cuordilava	Italian
location	569	Lavaridge Town	English
location	570	ハジツゲタウン	Japanese
location	570	단풍마을	Korean
location	570	Autéquia	French
location	570	Laubwechselfeld	German
location	570	Pueblo Pardal	Spanish
location	570	Brunifoglia	Italian
location	570	Fallarbor Town	English
location	571	シダケタウン	Japanese
location	571	잔디마을	Korean
location	571	Vergazon	French
location	571	Wiesenflur	German
location	571	Pueblo Verdegal	Spanish
location	571	Mentania	Italian
location	571	Verdanturf Town	English
location	572	キンセツシティ	Japanese
location	572	보라시티	Korean
location	572	Lavandia	French
location	572	Malvenfroh City	German
location	572	Ciudad Malvalona	Spanish
location	572	Ciclamipoli	Italian
location	572	Mauville City	English
location	573	カナズミシティ	Japanese
location	573	금탄도시	Korean
location	573	Mérouville	French
location	573	Metarost City	German
location	573	Ciudad Férrica	Spanish
location	573	Ferrugipoli	Italian
location	573	Rustboro City	English
location	574	ヒワマキシティ	Japanese
location	574	검방울시티	Korean
location	574	Cimetronelle	French
location	574	Baumhausen City	German
location	574	Ciudad Arborada	Spanish
location	574	Forestopoli	Italian
location	574	Fortree City	English
location	575	Fond marin	French
location	575	Underwater	English
location	576	えんとつやま	Japanese
location	576	굴뚝산	Korean
location	576	Mont Chimnée	French
location	576	Schlotberg	German
location	576	Monte Cenizo	Spanish
location	576	Monte Camino	Italian
location	576	Mt. Chimney	English
location	577	マボロシじま	Japanese
location	577	환상섬	Korean
location	577	Île Mirage	French
location	577	Wundereiland	German
location	577	Isla Espejismo	Spanish
location	577	Isola Miraggio	Italian
location	577	Mirage Island	English
location	578	みなみのことう	Japanese
location	578	남쪽의 외딴섬	Korean
location	578	Île du Sud	French
location	578	Insel im Süden	German
location	578	Isla del Sur	Spanish
location	578	Isola Remota	Italian
location	578	Southern Island	English
location	579	おふれのせきしつ	Japanese
location	579	고시의 석실	Korean
location	579	Sanctuaire	French
location	579	Siegelkammer	German
location	579	Cámara Sellada	Spanish
location	579	Sala Incisa	Italian
location	579	Sealed Chamber	English
location	580	ひでりのいわと	Japanese
location	580	가뭄의 암굴	Korean
location	580	Grotte Zénith	French
location	580	Sonnengrotte	German
location	580	Gruta Solar	Spanish
location	580	Grottino Solare	Italian
location	580	Scorched Slab	English
location	581	こじまのよこあな	Japanese
location	581	작은 섬 옆굴	Korean
location	581	Grotte de l’Îlot	French
location	581	Inselhöhle	German
location	581	Cueva Insular	Spanish
location	581	Grotta Insulare	Italian
location	581	Island Cave	English
location	582	さばくいせき	Japanese
location	582	사막유적	Korean
location	582	Ruines Désert	French
location	582	Wüstenruine	German
location	582	Ruinas del Desierto	Spanish
location	582	Rovine Sabbiose	Italian
location	582	Desert Ruins	English
location	583	こだいづか	Japanese
location	583	고대의 무덤	Korean
location	583	Tombeau Antique	French
location	583	Grabmal	German
location	583	Tumba Antigua	Spanish
location	583	Tomba Antica	Italian
location	583	Ancient Tomb	English
location	584	？？？	Japanese
location	584	???	Korean
location	584	???	French
location	584	???	German
location	584	(?)	Spanish
location	584	???	Italian
location	584	???	English
location	585	ひみつきち	Japanese
location	585	비밀기지	Korean
location	585	Base Secrète	French
location	585	Geheimbasis	German
location	585	Base Secreta	Spanish
location	585	Base Segreta	Italian
location	585	Secret Base	English
location	586	Tour de Combat	French
location	586	Battle Tower	English
location	587	アサメタウン	Japanese
location	587	조아마을	Korean
location	587	Bourg Croquis	French
location	587	Escissia	German
location	587	Pueblo Boceto	Spanish
location	587	Borgo Bozzetto	Italian
location	587	Vaniville Town	English
location	588	１ばんどうろ	Japanese
location	588	1번도로	Korean
location	588	Route 1	French
location	588	Route 1	German
location	588	Ruta 1	Spanish
location	588	Percorso 1	Italian
location	588	Route 1	English
location	589	アサメのこみち	Japanese
location	589	조아의 작은 길	Korean
location	589	Sentier Croquis	French
location	589	Escissia-Pfad	German
location	589	Sendero Boceto	Spanish
location	589	Vicolo Bozzetto	Italian
location	589	Vaniville Pathway	English
location	590	メイスイタウン	Japanese
location	590	수미마을	Korean
location	590	Quarellis	French
location	590	Aquarellia	German
location	590	Pueblo Acuarela	Spanish
location	590	Rio Acquerello	Italian
location	590	Aquacorde Town	English
location	591	２ばんどうろ	Japanese
location	591	2번도로	Korean
location	591	Route 2	French
location	591	Route 2	German
location	591	Ruta 2	Spanish
location	591	Percorso 2	Italian
location	591	Route 2	English
location	592	アバンセどおり	Japanese
location	592	아방쎄 도로	Korean
location	592	Chemin Progrès	French
location	592	Progrès-Weg	German
location	592	Vía del Avance	Spanish
location	592	Via Progresso	Italian
location	592	Avance Trail	English
location	593	ハクダンのもり	Japanese
location	593	백단숲	Korean
location	593	Forêt de Neuvartault	French
location	593	Nouvaria-Wald	German
location	593	Bosque de Novarte	Spanish
location	593	Bosco Novartopoli	Italian
location	593	Santalune Forest	English
location	594	３ばんどうろ	Japanese
location	594	3번도로	Korean
location	594	Route 3	French
location	594	Route 3	German
location	594	Ruta 3	Spanish
location	594	Percorso 3	Italian
location	594	Route 3	English
location	595	ウベールどおり	Japanese
location	595	우베르 도로	Korean
location	595	Chemin Ouvert	French
location	595	Ouvert-Weg	German
location	595	Senda Despejada	Spanish
location	595	Via Aperta	Italian
location	595	Ouvert Way	English
location	596	ハクダンシティ	Japanese
location	596	백단시티	Korean
location	596	Neuvartault	French
location	596	Nouvaria City	German
location	596	Ciudad Novarte	Spanish
location	596	Novartopoli	Italian
location	596	Santalune City	English
location	597	４ばんどうろ	Japanese
location	597	4번도로	Korean
location	597	Route 4	French
location	597	Route 4	German
location	597	Ruta 4	Spanish
location	597	Percorso 4	Italian
location	597	Route 4	English
location	598	パルテールかいどう	Japanese
location	598	파르테르 가도	Korean
location	598	Route Fleurie	French
location	598	Parterre-Weg	German
location	598	Senda del Parterre	Spanish
location	598	Viale Parterre	Italian
location	598	Parterre Way	English
location	599	ミアレシティ	Japanese
location	599	미르시티	Korean
location	599	Illumis	French
location	599	Illumina City	German
location	599	Ciudad Luminalia	Spanish
location	599	Luminopoli	Italian
location	599	Lumiose City	English
location	600	プリズムタワー	Japanese
location	600	프리즘타워	Korean
location	600	Tour Prismatique	French
location	600	Prismaturm	German
location	600	Torre Prisma	Spanish
location	600	Torre Prisma	Italian
location	600	Prism Tower	English
location	601	フラダリラボ	Japanese
location	601	플라드리 래버러토리	Korean
location	601	Labos Lysandre	French
location	601	Labor von Flordelis	German
location	601	Laboratorios Lysson	Spanish
location	601	Laboratori Elisio	Italian
location	601	Lysandre Labs	English
location	602	５ばんどうろ	Japanese
location	602	5번도로	Korean
location	602	Route 5	French
location	602	Route 5	German
location	602	Ruta 5	Spanish
location	602	Percorso 5	Italian
location	602	Route 5	English
location	603	ベルサンどおり	Japanese
location	603	베르성 도로	Korean
location	603	Chemin du Versant	French
location	603	Coteau-Weg	German
location	603	Vía Repecho	Spanish
location	603	Via Versante	Italian
location	603	Versant Road	English
location	604	コボクタウン	Japanese
location	604	고목내마을	Korean
location	604	Fort-Vanitas	French
location	604	Vanitéa	German
location	604	Pueblo Vánitas	Spanish
location	604	Castel Vanità	Italian
location	604	Camphrier Town	English
location	605	ショボンヌじょう	Japanese
location	605	침울한 성	Korean
location	605	Fort de Vanitas	French
location	605	Château Tristesse	German
location	605	Castillo Caduco	Spanish
location	605	Maniero Sottotono	Italian
location	605	Shabboneau Castle	English
location	606	６ばんどうろ	Japanese
location	606	6번도로	Korean
location	606	Route 6	French
location	606	Route 6	German
location	606	Ruta 6	Spanish
location	606	Percorso 6	Italian
location	606	Route 6	English
location	607	パレのなみきみち	Japanese
location	607	팔레 가로수 길	Korean
location	607	Allée du Palais	French
location	607	Palais-Allee	German
location	607	Alameda del Palacio	Spanish
location	607	Boulevard Palazzo	Italian
location	607	Palais Lane	English
location	608	パルファムきゅうでん	Japanese
location	608	파르팽 궁전	Korean
location	608	Palais Chaydeuvre	French
location	608	Magnum-Opus-Palast	German
location	608	Palacio Cénit	Spanish
location	608	Reggia Aurea	Italian
location	608	Parfum Palace	English
location	609	７ばんどうろ	Japanese
location	609	7번도로	Korean
location	609	Route 7	French
location	609	Route 7	German
location	609	Ruta 7	Spanish
location	609	Percorso 7	Italian
location	609	Route 7	English
location	610	リビエールライン	Japanese
location	610	리비에르 라인	Korean
location	610	Chemin des Berges	French
location	610	Rivière-Promenade	German
location	610	Paseo de la Ribera	Spanish
location	610	Via Fiume	Italian
location	610	Rivière Walk	English
location	611	ショウヨウシティ	Japanese
location	611	삼채시티	Korean
location	611	Relifac-le-Haut	French
location	611	Relievera City	German
location	611	Ciudad Relieve	Spanish
location	611	Altoripoli	Italian
location	611	Cyllage City	English
location	612	８ばんどうろ	Japanese
location	612	8번도로	Korean
location	612	Route 8	French
location	612	Route 8	German
location	612	Ruta 8	Spanish
location	612	Percorso 8	Italian
location	612	Route 8	English
location	613	ミュライユかいがん	Japanese
location	613	미라유 해안	Korean
location	613	Falaise Muraille	French
location	613	Muraille-Küstenpfad	German
location	613	Muralla Costera	Spanish
location	613	Muraglia Costiera	Italian
location	613	Muraille Coast	English
location	614	コウジンタウン	Japanese
location	614	가라마을	Korean
location	614	Roche-sur-Gliffe	French
location	614	Petrophia	German
location	614	Pueblo Petroglifo	Spanish
location	614	Petroglifari	Italian
location	614	Ambrette Town	English
location	615	９ばんどうろ	Japanese
location	615	9번도로	Korean
location	615	Route 9	French
location	615	Route 9	German
location	615	Ruta 9	Spanish
location	615	Percorso 9	Italian
location	615	Route 9	English
location	616	トゲトゲさんどう	Japanese
location	616	뿔 산길	Korean
location	616	Piste Piquante	French
location	616	Rihorn-Pass	German
location	616	Paso de Rhyhorn	Spanish
location	616	Sentiero Punzoni	Italian
location	616	Spikes Passage	English
location	617	バトルシャトー	Japanese
location	617	배틀샤토	Korean
location	617	Château de Combat	French
location	617	Kampfschloss	German
location	617	Bastión Batalla	Spanish
location	617	Castello Lotta	Italian
location	617	Battle Chateau	English
location	618	１０ばんどうろ	Japanese
location	618	10번도로	Korean
location	618	Route 10	French
location	618	Route 10	German
location	618	Ruta 10	Spanish
location	618	Percorso 10	Italian
location	618	Route 10	English
location	619	メンヒルロード	Japanese
location	619	멘히르로드	Korean
location	619	Route Menhir	French
location	619	Menhir-Weg	German
location	619	Camino Menhires	Spanish
location	619	Strada dei Menhir	Italian
location	619	Menhir Trail	English
location	620	セキタイタウン	Japanese
location	620	옥유마을	Korean
location	620	Cromlac’h	French
location	620	Cromlexia	German
location	620	Pueblo Crómlech	Spanish
location	620	Cromleburgo	Italian
location	620	Geosenge Town	English
location	621	１１ばんどうろ	Japanese
location	621	11번도로	Korean
location	621	Route 11	French
location	621	Route 11	German
location	621	Ruta 11	Spanish
location	621	Percorso 11	Italian
location	621	Route 11	English
location	622	ミロワールどおり	Japanese
location	622	미르와르 도로	Korean
location	622	Chemin Miroir	French
location	622	Miroir-Weg	German
location	622	Senda Reflejos	Spanish
location	622	Via dei Riflessi	Italian
location	622	Miroir Way	English
location	623	うつしみのどうくつ	Japanese
location	623	비춤의 동굴	Korean
location	623	Grotte Miroitante	French
location	623	Spiegelhöhle	German
location	623	Cueva Reflejos	Spanish
location	623	Grotta dei Riflessi	Italian
location	623	Reflection Cave	English
location	624	シャラシティ	Japanese
location	624	사라시티	Korean
location	624	Yantreizh	French
location	624	Yantara City	German
location	624	Ciudad Yantra	Spanish
location	624	Yantaropoli	Italian
location	624	Shalour City	English
location	625	マスタータワー	Japanese
location	625	마스터타워	Korean
location	625	Tour Maîtrise	French
location	625	Turm der Erkenntnis	German
location	625	Torre Maestra	Spanish
location	625	Torre Maestra	Italian
location	625	Tower of Mastery	English
location	626	１２ばんどうろ	Japanese
location	626	12번도로	Korean
location	626	Route 12	French
location	626	Route 12	German
location	626	Ruta 12	Spanish
location	626	Percorso 12	Italian
location	626	Route 12	English
location	627	フラージュどおり	Japanese
location	627	프라주 도로	Korean
location	627	Chemin Fourrage	French
location	627	Fourrage-Weg	German
location	627	Vereda del Heno	Spanish
location	627	Via dei Pascoli	Italian
location	627	Fourrage Road	English
location	628	ヒヨクシティ	Japanese
location	628	비익시티	Korean
location	628	Port Tempères	French
location	628	Tempera City	German
location	628	Ciudad Témpera	Spanish
location	628	Temperopoli	Italian
location	628	Coumarine City	English
location	629	１３ばんどうろ	Japanese
location	629	13번도로	Korean
location	629	Route 13	French
location	629	Route 13	German
location	629	Ruta 13	Spanish
location	629	Percorso 13	Italian
location	629	Route 13	English
location	630	ミアレのこうや	Japanese
location	630	미르 황야	Korean
location	630	Steppe d’Illumis	French
location	630	Illumina-Steppe	German
location	630	Páramo de Luminalia	Spanish
location	630	Landa di Luminopoli	Italian
location	630	Lumiose Badlands	English
location	631	１４ばんどうろ	Japanese
location	631	14번도로	Korean
location	631	Route 14	French
location	631	Route 14	German
location	631	Ruta 14	Spanish
location	631	Percorso 14	Italian
location	631	Route 14	English
location	632	クノエのりんどう	Japanese
location	632	후늬 임도	Korean
location	632	Laie Romant-ss-Bois	French
location	632	Romantia-Waldweg	German
location	632	Arboleda Romantis	Spanish
location	632	Sentiero Romantopoli	Italian
location	632	Laverre Nature Trail	English
location	633	クノエシティ	Japanese
location	633	후늬시티	Korean
location	633	Romant-sous-Bois	French
location	633	Romantia City	German
location	633	Ciudad Romantis	Spanish
location	633	Romantopoli	Italian
location	633	Laverre City	English
location	634	ボールこうじょう	Japanese
location	634	볼 공장	Korean
location	634	Usine de Poké Balls	French
location	634	Pokéball-Fabrik	German
location	634	Fábrica Poké Balls	Spanish
location	634	Fabbrica Poké Ball	Italian
location	634	Poké Ball Factory	English
location	635	１５ばんどうろ	Japanese
location	635	15번도로	Korean
location	635	Route 15	French
location	635	Route 15	German
location	635	Ruta 15	Spanish
location	635	Percorso 15	Italian
location	635	Route 15	English
location	636	ブランどおり	Japanese
location	636	브렁 도로	Korean
location	636	Chemin Brun	French
location	636	Brun-Weg	German
location	636	Sendero Hojarasca	Spanish
location	636	Via Fogliebrune	Italian
location	636	Brun Way	English
location	637	フウジョタウン	Japanese
location	637	버들비마을	Korean
location	637	La Frescale	French
location	637	Frescora	German
location	637	Pueblo Fresco	Spanish
location	637	Frescovilla	Italian
location	637	Dendemille Town	English
location	638	１６ばんどうろ	Japanese
location	638	16번도로	Korean
location	638	Route 16	French
location	638	Route 16	German
location	638	Ruta 16	Spanish
location	638	Percorso 16	Italian
location	638	Route 16	English
location	639	トリストどおり	Japanese
location	639	트리스트 도로	Korean
location	639	Chemin Tristesse	French
location	639	Tristesse-Weg	German
location	639	Senda Melancolía	Spanish
location	639	Via Malinconia	Italian
location	639	Mélancolie Path	English
location	640	フロストケイブ	Japanese
location	640	프로스트케이브	Korean
location	640	Caverne Gelée	French
location	640	Frosthöhle	German
location	640	Gruta Helada	Spanish
location	640	Caverna Gelata	Italian
location	640	Frost Cavern	English
location	641	１７ばんどうろ	Japanese
location	641	17번도로	Korean
location	641	Route 17	French
location	641	Route 17	German
location	641	Ruta 17	Spanish
location	641	Percorso 17	Italian
location	641	Route 17	English
location	642	マンムーロード	Japanese
location	642	맘모꾸리로드	Korean
location	642	Route Mammochon	French
location	642	Mamutel-Weg	German
location	642	Sendero Mamoswine	Spanish
location	642	Passo Mamoswine	Italian
location	642	Mamoswine Road	English
location	643	ヒャッコクシティ	Japanese
location	643	향전시티	Korean
location	643	Flusselles	French
location	643	Fluxia City	German
location	643	Ciudad Fluxus	Spanish
location	643	Fluxopoli	Italian
location	643	Anistar City	English
location	644	１８ばんどうろ	Japanese
location	644	18번도로	Korean
location	644	Route 18	French
location	644	Route 18	German
location	644	Ruta 18	Spanish
location	644	Percorso 18	Italian
location	644	Route 18	English
location	645	エトロワ・バレどおり	Japanese
location	645	에뜨르와 발레 도로	Korean
location	645	Chemin des Gorges	French
location	645	Vallée-Étroite-Weg	German
location	645	Senda Valle Angosto	Spanish
location	645	Via Valle Stretta	Italian
location	645	Vallée Étroite Way	English
location	646	レンリタウン	Japanese
location	646	배롱마을	Korean
location	646	Mozheim	French
location	646	Mosaia	German
location	646	Pueblo Mosaico	Spanish
location	646	Ponte Mosaico	Italian
location	646	Couriway Town	English
location	647	１９ばんどうろ	Japanese
location	647	19번도로	Korean
location	647	Route 19	French
location	647	Route 19	German
location	647	Ruta 19	Spanish
location	647	Percorso 19	Italian
location	647	Route 19	English
location	648	ラルジュ・バレどおり	Japanese
location	648	라주 발레 도로	Korean
location	648	Chemin du Val	French
location	648	Vallée-Large-Weg	German
location	648	Senda del Gran Valle	Spanish
location	648	Via Valle Larga	Italian
location	648	Grande Vallée Way	English
location	649	エイセツシティ	Japanese
location	649	이설시티	Korean
location	649	Auffrac-les-Congères	French
location	649	Fractalia City	German
location	649	Ciudad Fractal	Spanish
location	649	Fractalopoli	Italian
location	649	Snowbelle City	English
location	650	２０ばんどうろ	Japanese
location	650	20번도로	Korean
location	650	Route 20	French
location	650	Route 20	German
location	650	Ruta 20	Spanish
location	650	Percorso 20	Italian
location	650	Route 20	English
location	651	まよいのもり	Japanese
location	651	미혹의 숲	Korean
location	651	Bois du Dédale	French
location	651	Irrwald	German
location	651	Bosque Errantes	Spanish
location	651	Bosco Passoperso	Italian
location	651	Winding Woods	English
location	652	ポケモンのむら	Japanese
location	652	포켓몬마을	Korean
location	652	Village Pokémon	French
location	652	Pokémon-Dorf	German
location	652	Villa Pokémon	Spanish
location	652	Valle dei Pokémon	Italian
location	652	Pokémon Village	English
location	653	２１ばんどうろ	Japanese
location	653	21번도로	Korean
location	653	Route 21	French
location	653	Route 21	German
location	653	Ruta 21	Spanish
location	653	Percorso 21	Italian
location	653	Route 21	English
location	654	デルニエどおり	Japanese
location	654	데르니에 도로	Korean
location	654	Chemin Final	French
location	654	Dernier-Weg	German
location	654	Vía Ultimia	Spanish
location	654	Via Ultima	Italian
location	654	Dernière Way	English
location	655	２２ばんどうろ	Japanese
location	655	22번도로	Korean
location	655	Route 22	French
location	655	Route 22	German
location	655	Ruta 22	Spanish
location	655	Percorso 22	Italian
location	655	Route 22	English
location	656	デトルネどおり	Japanese
location	656	데뚜르네 도로	Korean
location	656	Chemin Détour	French
location	656	Détourné-Weg	German
location	656	Vía Desvío	Spanish
location	656	Via Detour	Italian
location	656	Détourner Way	English
location	657	チャンピオンロード	Japanese
location	657	챔피언로드	Korean
location	657	Route Victoire	French
location	657	Siegesstraße	German
location	657	Calle Victoria	Spanish
location	657	Via Vittoria	Italian
location	657	Victory Road	English
location	658	ポケモンリーグ	Japanese
location	658	포켓몬리그	Korean
location	658	Ligue Pokémon	French
location	658	Pokémon Liga	German
location	658	Liga Pokémon	Spanish
location	658	Lega Pokémon	Italian
location	658	Pokémon League	English
location	659	キナンシティ	Japanese
location	659	기남시티	Korean
location	659	Batisques	French
location	659	Batika City	German
location	659	Ciudad Batik	Spanish
location	659	Batikopoli	Italian
location	659	Kiloude City	English
location	660	バトルハウス	Japanese
location	660	배틀하우스	Korean
location	660	Maison de Combat	French
location	660	Kampfhaus	German
location	660	Mansión Batalla	Spanish
location	660	Villa Lotta	Italian
location	660	Battle Maison	English
location	661	アズールわん	Japanese
location	661	아쥐르만	Korean
location	661	Baie Azur	French
location	661	Azurbucht	German
location	661	Bahía Azul	Spanish
location	661	Baia Azzurra	Italian
location	661	Azure Bay	English
location	662	フウジョゲート	Japanese
location	662	버들비게이트	Korean
location	662	Porte de La Frescale	French
location	662	Frescora-Tor	German
location	662	Acceso a Fresco	Spanish
location	662	Varco Frescovilla	Italian
location	662	Dendemille Gate	English
location	663	レンリゲート	Japanese
location	663	배롱게이트	Korean
location	663	Porte de Mozheim	French
location	663	Mosaia-Tor	German
location	663	Acceso a Mosaico	Spanish
location	663	Varco Ponte Mosaico	Italian
location	663	Couriway Gate	English
location	664	コウジンゲート	Japanese
location	664	가라게이트	Korean
location	664	Porte de R. s/Gliffe	French
location	664	Petrophia-Tor	German
location	664	Acceso a Petroglifo	Spanish
location	664	Varco Petroglifari	Italian
location	664	Ambrette Gate	English
location	665	ミアレゲート	Japanese
location	665	미르게이트	Korean
location	665	Porte d’Illumis	French
location	665	Illumina-Tor	German
location	665	Acceso a Luminalia	Spanish
location	665	Varco Luminopoli	Italian
location	665	Lumiose Gate	English
location	666	シャラゲート	Japanese
location	666	사라게이트	Korean
location	666	Porte de Yantreizh	French
location	666	Yantara-Tor	German
location	666	Acceso a Yantra	Spanish
location	666	Varco Yantaropoli	Italian
location	666	Shalour Gate	English
location	667	ヒヨクゲート	Japanese
location	667	비익게이트	Korean
location	667	Porte de P. Tempères	French
location	667	Tempera-Tor	German
location	667	Acceso a Témpera	Spanish
location	667	Varco Temperopoli	Italian
location	667	Coumarine Gate	English
location	668	クノエゲート	Japanese
location	668	후늬게이트	Korean
location	668	Porte de Romant	French
location	668	Romantia-Tor	German
location	668	Acceso a Romantis	Spanish
location	668	Varco Romantopoli	Italian
location	668	Laverre Gate	English
location	669	ヒャッコクゲート	Japanese
location	669	향전게이트	Korean
location	669	Porte de Flusselles	French
location	669	Fluxia-Tor	German
location	669	Acceso a Fluxus	Spanish
location	669	Varco Fluxopoli	Italian
location	669	Anistar Gate	English
location	670	エイセツゲート	Japanese
location	670	이설게이트	Korean
location	670	Porte d’Auffrac	French
location	670	Fractalia-Tor	German
location	670	Acceso a Fractal	Spanish
location	670	Varco Fractalopoli	Italian
location	670	Snowbelle Gate	English
